Scenario,UserCount,Algorithm,Throughput_Mbps,Latency_ms,Energy_J,LoadBalance,QoSViolation_%,UserSatisfaction_%
ENERGY_CONSTRAINED,50,Round Robin,15.32,6.06,2052850.67,0.885,5.16,68.75
ENERGY_CONSTRAINED,50,Auction-based,2.90,1.41,2463825.24,0.182,0.36,16.23
ENERGY_CONSTRAINED,50,Cooperative Game,510.66,25.75,88982326.72,39.370,100.00,28.72
ENERGY_CONSTRAINED,50,Nash Equilibrium,1.86,0.99,2258279.41,0.124,0.22,11.61
ENERGY_CONSTRAINED,50,Stackelberg Game,1.48,0.79,2669871.89,0.099,0.17,9.19
ENERGY_CONSTRAINED,50,Nearest Neighbor,15.83,8.00,2051866.80,1.018,0.15,91.72
ENERGY_CONSTRAINED,50,Random Assignment,17.17,7.73,2053489.60,1.090,0.88,89.73
ENERGY_CONSTRAINED,50,Greedy Assignment,4.15,2.05,2052353.51,0.263,1.89,23.60
ENERGY_CONSTRAINED,50,Load Balanced,1.26,0.67,2052901.37,0.084,0.64,7.58
ENERGY_CONSTRAINED,50,Signal Strength Based,4.39,2.10,2054305.51,0.293,0.92,24.04
ENERGY_CONSTRAINED,100,Round Robin,63.60,8.00,2280318.67,2.840,1.07,93.03
ENERGY_CONSTRAINED,100,Auction-based,3.07,1.64,2739191.08,0.205,0.64,18.85
ENERGY_CONSTRAINED,100,Cooperative Game,1010.57,24.30,185895127.78,48.350,100.00,24.05
ENERGY_CONSTRAINED,100,Nash Equilibrium,27.89,7.90,2510104.76,1.549,6.00,89.91
ENERGY_CONSTRAINED,100,Stackelberg Game,38.60,8.00,2967034.84,1.501,43.03,92.00
ENERGY_CONSTRAINED,100,Nearest Neighbor,11.90,4.59,2280290.06,0.698,4.53,52.24
ENERGY_CONSTRAINED,100,Random Assignment,25.95,7.66,2281929.37,1.243,3.63,87.48
ENERGY_CONSTRAINED,100,Greedy Assignment,19.19,8.00,2282469.00,1.159,0.45,93.97
ENERGY_CONSTRAINED,100,Load Balanced,4.04,1.80,2281495.80,0.243,0.82,20.65
ENERGY_CONSTRAINED,100,Signal Strength Based,15.43,5.89,2281564.56,0.942,2.85,67.57
ENERGY_CONSTRAINED,150,Round Robin,19.80,8.00,2508612.06,1.139,0.49,94.18
ENERGY_CONSTRAINED,150,Auction-based,39.48,8.00,3012269.54,1.659,1.95,91.46
ENERGY_CONSTRAINED,150,Cooperative Game,1650.00,21.36,230731160.33,45.752,100.00,29.25
ENERGY_CONSTRAINED,150,Nash Equilibrium,29.79,8.00,2761644.50,1.333,1.81,93.74
ENERGY_CONSTRAINED,150,Stackelberg Game,34.61,8.00,3259127.33,1.774,7.14,90.66
ENERGY_CONSTRAINED,150,Nearest Neighbor,65.12,8.00,2511000.51,3.166,24.86,90.46
ENERGY_CONSTRAINED,150,Random Assignment,62.61,8.00,2509427.82,2.968,3.74,90.96
ENERGY_CONSTRAINED,150,Greedy Assignment,40.13,8.00,2509846.02,2.178,41.12,89.53
ENERGY_CONSTRAINED,150,Load Balanced,48.18,8.00,2510996.87,2.172,0.12,92.75
ENERGY_CONSTRAINED,150,Signal Strength Based,30.21,8.00,2506623.01,1.436,1.67,91.12
ENERGY_CONSTRAINED,200,Round Robin,18.65,5.62,2738429.06,0.922,3.92,64.32
ENERGY_CONSTRAINED,200,Auction-based,58.18,8.00,3286916.75,2.150,2.89,91.24
ENERGY_CONSTRAINED,200,Cooperative Game,2400.00,23.40,266701771.70,30.551,100.00,35.80
ENERGY_CONSTRAINED,200,Nash Equilibrium,83.34,8.00,3011391.42,3.373,4.21,90.72
ENERGY_CONSTRAINED,200,Stackelberg Game,54.72,8.00,3559499.02,1.896,1.59,92.76
ENERGY_CONSTRAINED,200,Nearest Neighbor,27.31,8.00,2736726.63,1.378,2.91,90.52
ENERGY_CONSTRAINED,200,Random Assignment,45.00,8.00,2738245.27,1.888,2.94,92.58
ENERGY_CONSTRAINED,200,Greedy Assignment,27.34,7.98,2736327.17,1.753,5.11,91.35
ENERGY_CONSTRAINED,200,Load Balanced,53.00,8.00,2738604.48,2.139,5.94,90.53
ENERGY_CONSTRAINED,200,Signal Strength Based,65.08,8.00,2733639.30,2.866,35.60,89.63
HIGH_MOBILITY,50,Round Robin,15.27,7.11,1893903.02,0.934,2.93,80.82
HIGH_MOBILITY,50,Auction-based,5.80,2.65,2273653.38,0.387,1.29,30.57
HIGH_MOBILITY,50,Cooperative Game,500.00,27.78,89398176.62,40.311,100.00,27.49
HIGH_MOBILITY,50,Nash Equilibrium,4.58,2.21,2086644.52,0.286,1.66,25.18
HIGH_MOBILITY,50,Stackelberg Game,1.85,0.88,2463338.46,0.115,0.56,10.05
HIGH_MOBILITY,50,Nearest Neighbor,1.55,0.81,1894627.54,0.102,0.71,9.14
HIGH_MOBILITY,50,Random Assignment,19.50,8.00,1896333.76,1.157,0.54,92.53
HIGH_MOBILITY,50,Greedy Assignment,32.49,8.00,1895493.27,1.359,0.69,93.49
HIGH_MOBILITY,50,Load Balanced,6.01,2.89,1896334.47,0.395,1.28,33.24
HIGH_MOBILITY,50,Signal Strength Based,16.88,6.10,1895207.32,0.924,2.98,69.78
HIGH_MOBILITY,100,Round Robin,5.83,2.10,2106802.06,0.317,1.12,24.11
HIGH_MOBILITY,100,Auction-based,6.38,3.17,2528347.76,0.416,3.46,36.14
HIGH_MOBILITY,100,Cooperative Game,1000.00,26.72,188487873.94,50.000,100.00,24.40
HIGH_MOBILITY,100,Nash Equilibrium,11.88,4.53,2318210.40,0.683,3.93,51.64
HIGH_MOBILITY,100,Stackelberg Game,14.25,5.63,2739828.99,0.950,41.90,63.21
HIGH_MOBILITY,100,Nearest Neighbor,24.11,8.00,2105656.08,1.303,1.28,91.93
HIGH_MOBILITY,100,Random Assignment,23.45,7.02,2105966.18,1.234,7.70,79.44
HIGH_MOBILITY,100,Greedy Assignment,3.70,1.94,2104974.61,0.246,0.60,22.54
HIGH_MOBILITY,100,Load Balanced,33.11,8.00,2105474.23,1.699,4.07,91.27
HIGH_MOBILITY,100,Signal Strength Based,21.79,8.00,2105655.21,1.173,0.74,91.87
HIGH_MOBILITY,150,Round Robin,24.35,8.00,2316489.48,1.233,2.04,90.47
HIGH_MOBILITY,150,Auction-based,40.78,8.00,2778332.04,1.686,2.89,92.43
HIGH_MOBILITY,150,Cooperative Game,1650.00,25.14,247020755.40,44.811,99.91,30.74
HIGH_MOBILITY,150,Nash Equilibrium,27.33,8.00,2546692.45,1.332,1.71,92.35
HIGH_MOBILITY,150,Stackelberg Game,29.92,7.55,3010681.14,1.340,6.31,85.65
HIGH_MOBILITY,150,Nearest Neighbor,60.13,8.00,2316780.09,2.031,4.67,91.01
HIGH_MOBILITY,150,Random Assignment,40.58,8.00,2316484.92,1.627,2.34,92.94
HIGH_MOBILITY,150,Greedy Assignment,47.24,8.00,2315654.65,2.097,4.11,92.12
HIGH_MOBILITY,150,Load Balanced,29.11,8.00,2317524.98,1.386,0.83,91.81
HIGH_MOBILITY,150,Signal Strength Based,31.61,8.00,2317599.58,1.428,1.55,92.24
HIGH_MOBILITY,200,Round Robin,76.62,8.00,2527476.52,2.859,3.74,90.24
HIGH_MOBILITY,200,Auction-based,29.96,8.00,3033263.41,1.475,2.13,92.48
HIGH_MOBILITY,200,Cooperative Game,2400.00,24.55,270073583.18,30.551,100.00,36.76
HIGH_MOBILITY,200,Nash Equilibrium,55.28,8.00,2781349.38,1.902,1.62,91.30
HIGH_MOBILITY,200,Stackelberg Game,46.50,8.00,3286164.24,2.208,4.10,91.11
HIGH_MOBILITY,200,Nearest Neighbor,45.78,8.00,2528207.04,2.211,2.97,91.37
HIGH_MOBILITY,200,Random Assignment,92.65,8.00,2525568.14,3.358,4.48,90.92
HIGH_MOBILITY,200,Greedy Assignment,60.12,8.00,2526196.11,2.617,4.92,91.89
HIGH_MOBILITY,200,Load Balanced,48.23,8.00,2527999.43,2.178,0.29,93.57
HIGH_MOBILITY,200,Signal Strength Based,26.44,8.00,2528324.84,1.291,69.98,90.30
URBAN_HOTSPOT,50,Round Robin,6.22,2.95,1264716.80,0.384,4.01,33.51
URBAN_HOTSPOT,50,Auction-based,16.98,8.00,1516007.61,1.044,0.22,93.12
URBAN_HOTSPOT,50,Cooperative Game,500.00,28.41,60938769.84,40.311,100.00,27.47
URBAN_HOTSPOT,50,Nash Equilibrium,0.30,0.16,1388838.30,0.020,0.44,1.77
URBAN_HOTSPOT,50,Stackelberg Game,26.23,8.00,1642078.13,1.236,1.17,91.98
URBAN_HOTSPOT,50,Nearest Neighbor,31.28,8.00,1263297.34,1.482,1.95,93.46
URBAN_HOTSPOT,50,Random Assignment,19.22,8.00,1262978.76,1.100,0.31,90.88
URBAN_HOTSPOT,50,Greedy Assignment,1.54,0.82,1264042.96,0.103,0.28,9.39
URBAN_HOTSPOT,50,Load Balanced,16.95,8.00,1264912.05,1.043,0.19,92.95
URBAN_HOTSPOT,50,Signal Strength Based,7.60,3.19,1264054.88,0.482,1.36,37.10
URBAN_HOTSPOT,100,Round Robin,7.35,3.26,1403294.91,0.454,0.75,37.55
URBAN_HOTSPOT,100,Auction-based,9.14,3.66,1685570.10,0.526,1.02,42.30
URBAN_HOTSPOT,100,Cooperative Game,1010.22,29.14,135488527.13,48.421,100.00,25.57
URBAN_HOTSPOT,100,Nash Equilibrium,27.11,8.00,1544707.96,1.334,2.38,92.01
URBAN_HOTSPOT,100,Stackelberg Game,9.56,4.24,1827448.19,0.590,2.58,48.36
URBAN_HOTSPOT,100,Nearest Neighbor,33.20,8.00,1403808.22,1.491,0.19,93.22
URBAN_HOTSPOT,100,Random Assignment,2.31,1.04,1404136.99,0.138,0.36,12.04
URBAN_HOTSPOT,100,Greedy Assignment,3.83,1.77,1404458.02,0.243,1.86,20.18
URBAN_HOTSPOT,100,Load Balanced,20.83,8.00,1403473.19,1.282,1.91,91.40
URBAN_HOTSPOT,100,Signal Strength Based,32.06,8.00,1402882.40,1.443,0.33,91.91
URBAN_HOTSPOT,150,Round Robin,5.11,2.51,1543404.97,0.323,1.92,28.93
URBAN_HOTSPOT,150,Auction-based,17.85,5.86,1853506.12,1.006,3.60,66.82
URBAN_HOTSPOT,150,Cooperative Game,1650.00,27.66,180317762.21,45.826,100.00,30.43
URBAN_HOTSPOT,150,Nash Equilibrium,48.84,8.00,1699403.99,2.138,3.11,91.75
URBAN_HOTSPOT,150,Stackelberg Game,50.75,8.00,2008305.60,2.254,0.50,92.44
URBAN_HOTSPOT,150,Nearest Neighbor,71.98,8.00,1543298.45,2.580,0.92,91.68
URBAN_HOTSPOT,150,Random Assignment,29.40,8.00,1544708.46,1.461,2.58,92.32
URBAN_HOTSPOT,150,Greedy Assignment,22.75,7.51,1544131.42,1.154,2.48,85.73
URBAN_HOTSPOT,150,Load Balanced,53.92,8.00,1544300.19,1.767,1.16,92.11
URBAN_HOTSPOT,150,Signal Strength Based,26.73,7.68,1544066.14,1.418,4.14,87.44
URBAN_HOTSPOT,200,Round Robin,59.71,8.00,1684916.05,2.471,2.32,92.52
URBAN_HOTSPOT,200,Auction-based,103.88,8.00,2021576.00,4.826,6.25,89.49
URBAN_HOTSPOT,200,Cooperative Game,2400.00,24.59,189835086.91,30.551,100.00,36.79
URBAN_HOTSPOT,200,Nash Equilibrium,107.83,8.00,1853547.53,3.662,1.27,91.66
URBAN_HOTSPOT,200,Stackelberg Game,69.88,8.00,2190142.66,3.047,1.43,93.38
URBAN_HOTSPOT,200,Nearest Neighbor,55.25,8.00,1683892.05,2.336,4.98,92.31
URBAN_HOTSPOT,200,Random Assignment,65.25,8.00,1685756.26,2.995,27.41,91.44
URBAN_HOTSPOT,200,Greedy Assignment,62.15,8.00,1684189.45,2.114,1.99,92.94
URBAN_HOTSPOT,200,Load Balanced,64.88,8.00,1684161.11,2.237,3.60,92.76
URBAN_HOTSPOT,200,Signal Strength Based,61.25,8.00,1683363.38,2.446,3.01,91.19
MIXED_TRAFFIC,50,Round Robin,30.59,8.00,1737017.37,2.005,0.13,92.35
MIXED_TRAFFIC,50,Auction-based,1.32,0.70,2085103.55,0.088,0.25,8.15
MIXED_TRAFFIC,50,Cooperative Game,500.00,27.89,82189365.85,40.311,100.00,27.50
MIXED_TRAFFIC,50,Nash Equilibrium,15.20,7.99,1911680.41,1.009,0.32,91.39
MIXED_TRAFFIC,50,Stackelberg Game,6.63,3.42,2259374.84,0.433,0.82,39.40
MIXED_TRAFFIC,50,Nearest Neighbor,0.68,0.36,1737070.35,0.045,0.08,4.20
MIXED_TRAFFIC,50,Random Assignment,17.75,8.00,1737772.79,1.184,0.40,93.00
MIXED_TRAFFIC,50,Greedy Assignment,1.44,0.75,1738809.28,0.095,1.28,8.54
MIXED_TRAFFIC,50,Load Balanced,28.50,8.00,1737336.47,1.300,0.83,92.81
MIXED_TRAFFIC,50,Signal Strength Based,18.64,8.00,1736961.20,1.081,0.33,91.03
MIXED_TRAFFIC,100,Round Robin,23.09,8.00,1930380.15,1.201,0.86,93.31
MIXED_TRAFFIC,100,Auction-based,14.55,5.54,2316326.08,0.851,5.47,63.02
MIXED_TRAFFIC,100,Cooperative Game,1000.00,26.59,172378761.49,50.000,100.00,24.35
MIXED_TRAFFIC,100,Nash Equilibrium,3.74,1.88,2122158.84,0.240,0.39,21.80
MIXED_TRAFFIC,100,Stackelberg Game,16.82,6.61,2510958.69,0.930,2.86,75.48
MIXED_TRAFFIC,100,Nearest Neighbor,46.65,8.00,1930614.74,1.601,0.45,91.94
MIXED_TRAFFIC,100,Random Assignment,36.93,8.00,1931135.80,1.457,1.06,90.77
MIXED_TRAFFIC,100,Greedy Assignment,12.47,5.19,1930277.58,0.768,5.97,58.77
MIXED_TRAFFIC,100,Load Balanced,52.42,8.00,1929547.96,2.284,1.38,92.66
MIXED_TRAFFIC,100,Signal Strength Based,12.52,4.96,1930459.75,0.697,1.71,57.24
MIXED_TRAFFIC,150,Round Robin,21.68,8.00,2123679.48,1.156,0.95,94.40
MIXED_TRAFFIC,150,Auction-based,49.26,8.00,2549413.67,1.706,1.53,91.43
MIXED_TRAFFIC,150,Cooperative Game,1650.00,24.23,214703781.79,45.826,100.00,30.43
MIXED_TRAFFIC,150,Nash Equilibrium,72.39,8.00,2335771.12,3.273,24.41,90.67
MIXED_TRAFFIC,150,Stackelberg Game,57.58,8.00,2761000.28,2.347,1.64,91.85
MIXED_TRAFFIC,150,Nearest Neighbor,71.90,8.00,2123491.01,3.622,23.78,90.07
MIXED_TRAFFIC,150,Random Assignment,24.60,8.00,2123546.42,1.254,1.83,93.75
MIXED_TRAFFIC,150,Greedy Assignment,39.74,8.00,2122091.21,1.507,1.76,93.18
MIXED_TRAFFIC,150,Load Balanced,41.55,8.00,2123234.57,2.339,1.23,91.43
MIXED_TRAFFIC,150,Signal Strength Based,9.28,4.17,2122109.24,0.573,1.93,47.93
MIXED_TRAFFIC,200,Round Robin,26.11,8.00,2315014.41,1.357,2.81,92.73
MIXED_TRAFFIC,200,Auction-based,49.15,8.00,2779588.79,2.111,2.06,90.77
MIXED_TRAFFIC,200,Cooperative Game,2400.00,23.83,250128377.24,30.551,100.00,36.82
MIXED_TRAFFIC,200,Nash Equilibrium,56.07,8.00,2547398.39,2.645,15.98,90.55
MIXED_TRAFFIC,200,Stackelberg Game,87.04,8.00,3011970.81,3.275,4.74,90.91
MIXED_TRAFFIC,200,Nearest Neighbor,44.80,8.00,2317686.60,1.777,3.74,92.27
MIXED_TRAFFIC,200,Random Assignment,46.18,8.00,2316612.77,1.800,2.08,92.81
MIXED_TRAFFIC,200,Greedy Assignment,29.17,8.00,2316297.18,1.392,1.35,92.33
MIXED_TRAFFIC,200,Load Balanced,24.80,8.00,2316488.27,1.390,1.64,91.16
MIXED_TRAFFIC,200,Signal Strength Based,65.36,8.00,2316560.67,2.577,3.50,90.82
