Scenario,UserCount,Algorithm,Throughput_Mbps,Latency_ms,Energy_J,LoadBalance,QoSViolation_%,UserSatisfaction_%
URBAN_HOTSPOT,50,Nash Equilibrium,674.12,8.12,3550722.12,13.471,69.21
URBAN_HOTSPOT,50,Greedy Assignment,643.43,8.93,4924223.95,22.615,59.74
URBAN_HOTSPOT,50,Load Balanced,584.70,9.42,7830200.53,4.633,64.35
URBAN_HOTSPOT,50,Random Assignment,576.48,9.23,8019505.48,9.073,62.09
URBAN_HOTSPOT,50,Stackelberg Game,683.78,8.09,3357811.34,15.906,69.47
URBAN_HOTSPOT,50,Nearest Neighbor,605.98,7.72,5366792.45,11.458,65.07
URBAN_HOTSPOT,50,Signal Strength Based,511.81,8.17,9543749.58,17.931,49.93
URBAN_HOTSPOT,50,Cooperative Game,505.00,24.19,40135483.09,39.836,28.83
URBAN_HOTSPOT,50,Round Robin,592.68,9.27,7411954.23,6.756,64.65
URBAN_HOTSPOT,50,Auction-based,699.76,8.07,2237228.91,17.531,69.80
URBAN_HOTSPOT,100,Nash Equilibrium,1375.98,8.29,5508202.28,29.827,57.23
URBAN_HOTSPOT,100,Greedy Assignment,1407.12,8.77,6483589.02,33.425,55.64
URBAN_HOTSPOT,100,Load Balanced,1211.19,9.19,16494130.50,7.969,54.04
URBAN_HOTSPOT,100,Random Assignment,1218.79,9.10,15833841.39,13.993,52.75
URBAN_HOTSPOT,100,Stackelberg Game,1393.41,7.91,6549188.15,27.114,56.59
URBAN_HOTSPOT,100,Nearest Neighbor,1276.42,7.42,9331958.10,23.447,52.51
URBAN_HOTSPOT,100,Signal Strength Based,1121.51,7.35,16101060.71,28.201,40.74
URBAN_HOTSPOT,100,Cooperative Game,1003.90,24.18,87450751.67,49.372,24.87
URBAN_HOTSPOT,100,Round Robin,1204.09,9.23,16840258.03,15.078,51.71
URBAN_HOTSPOT,100,Auction-based,1431.78,8.05,4369012.20,33.855,56.20
URBAN_HOTSPOT,150,Nash Equilibrium,1956.86,8.21,10594411.56,34.864,53.11
URBAN_HOTSPOT,150,Greedy Assignment,1943.17,8.59,9829850.80,38.476,52.50
URBAN_HOTSPOT,150,Load Balanced,1833.85,8.99,23797324.94,15.207,44.80
URBAN_HOTSPOT,150,Random Assignment,1880.91,8.88,21029877.42,27.703,47.15
URBAN_HOTSPOT,150,Stackelberg Game,1948.30,8.25,11789549.20,37.054,53.14
URBAN_HOTSPOT,150,Nearest Neighbor,1904.46,7.74,13514734.26,33.882,47.48
URBAN_HOTSPOT,150,Signal Strength Based,1746.89,7.92,24079451.07,35.582,37.42
URBAN_HOTSPOT,150,Cooperative Game,1650.00,23.83,118347227.34,45.117,30.63
URBAN_HOTSPOT,150,Round Robin,1873.02,8.99,21716077.37,26.517,47.34
